query,intent
그 다행히 이제 상처가 나거나 하지도 않았는데 그니까 언제 어디에서 그냥 그런 사고들이 불시에 일어나 수 있다라는 생각을 하면 참 굉장히 어려운 일을 하고 계신 거예요.,1
그래서 저희 선생님이 가서 괜찮아 어디 선생님이 살펴볼게 하면서 이제 다행히 해서 아이가 더 이상 뭐 이 차적으로 놀라는 상황은 발생되지 않았는데 이제 한 번씩 항상 현장에 있다 보니 그런 부분들이 항상 가능성이 있다라는 사실이 좀 조심스럽다는 생각이 듭니다.,1
하지만 안전 사고의 대부분 어디에서 발생이 된다고 아까 이제 퍼센트율로 나왔었죠.,1
그래서 이때 문테소리 여사가 이탈리아를 떠나서 뭐 네덜란드 또 어디였죠.,1
그러한 것을 돕는 지도자의 역할을 하는 것이 교사의 역할이라 보았고 어디까지나 유아의 자유로운 활동을 존중해야 되고 그다음에 유아가 하고 있는 그러한 창조적인 활동 개별적인 활동을 항상 다 존중해 주어야 한다라고 보았습니다.,1
요즘에는 그래서 개인이 자신의 관심이 기대 뭐 이런 것들을 실행에 옮기는 과정에서 저 어려운 장애물 이런 것들이 겪는다고 하면 그 불평등한 어 일이 왜 일어났냐 어디에 원인이 있냐 요거에 대해서 훨씬 더 관심이 많다라는 얘기죠.,1
말 그대로 학연 지연으로 인해서 어디 좋은 자리에 들어갔어 라고 한다 라고 하면 객관적인 불평등에 우리가 겪고 있는 것이다.,1
그리고 어 사회적 불평등이 왜 일어나냐 그리고 어디서 일어나냐 이런 것들 얘기를 많이 하고 있는 거죠.,1
테이블의 인형마다 등장하는 위치를 오른쪽 가운데 왼쪽 중 어디로 할지 정해 놓고 인형의 시선과 대화 상대를 고려하여 어느 쪽에서 등장시키고 퇴장할지도 생각하고 구연하시고 해당 등장 인물의 특성에 따라 퇴장시 약간의 움직임을 추가할 수도 있고요.,1
그다음 밑에 또 보시면 어 이 친구는 그 연령을 중간에 놓고 어 학원이나 유치원에 다녔던 거 어떤 공부를 했는지 아무래도 아마 유치원을 다니기 때문에 나는 어디 다녀 소속에 대한 감이 좀 컸던 것 같습니다.,1
뭐라고 돼있냐 하면은 아주 뭐 좀 먼 옛날에는 어디를 갈 때마다 걸어 다녔습니다.,1
이게 어떤 얘기냐 하면 역사는 사실이라기보다간 에 역사가의 해석이라고 보는 시점이 있는데 학습자가 능동적으로 역사가들처럼 탐구하는 방법에 빠져들어서 이 사건은 왜 일어났을까 이런 질문을 하면서 여러 가지 다 자료라든지 어디 현장을 답습 간다든지 방문을 한다든지 이렇게 탐구하면서 찾아내는 것을 말하는 것입니다.,1
그래서 영유아는 사물을 다양한 방법으로 두드려 가며 소리를 모방하거나 소리의 근원을 알아내려고 하고 어디에서 나는 소리인지 어떻게 나는 소리인지 그런 것 들이 나름대로 찾아갈려고 하는 것이죠.,1
소리에 대한 생각과 느낌은은 이제 아이들과의 격언과 연관 지어서 어 이런 소리 혹시 들어본 적 있어 어디에서 들어봤어 아 그랬구나 그때 뭐 그런 소리 들었을 때의 느낌은 어땠어 뭐 이렇게 물어볼 수가 있겠죠.,1
그래서 이 소리는 어디서 들어 보았니 어떤 물건의 소리일까 어 이거 혹시 또 뭐 비슷한 소리는 또 뭐가 있을까 어 근데 이제 아이들이 이런 것들을 뭐 어떤 물건의 소리일까 이렇게 질문했을 때 현재 이 준비한 게 예를 들었는지 세탁기 돌리는 소리였어요.,1
두들겨 볼 수도 있고 두드려 볼 수도 있고 어디 에다 두드리느냐 서도 달라질 수가 있고 거기다가 어떠한 재료를 닦느냐에 따라서도 달라질 수 있는 것이고 그게 그래서 이제 그런 방법 들은 무엇이 있을까 이렇게 질문을 통해서 다양하게 찾아볼 수 있도록 그리고 이제 아이 들이 뭔가 찾았을 때 손으로 터뜨리면 이런 소리가 나는구나 그럼 또 다른 방법은 없을까 어 북이니까 이 소리가 나는구나 그래서 이제 아이들이 찾은 방법들을 예 선생님이 이렇게 인정해 주고 그다음에 다시 묻고 하면서 인정을 해줄 때 다른 아이들도 찾은 방법대로 한 번씩 해보는 거죠.,1
그런 노력을 보여야 된다라고 이야기하고 있는 거고 농촌 지역이라도 지역 간의 격차가 존재하니까 낙후되어 있는 농촌 지역 같은 농촌 지역이 아니라 어디는 더 낙후되어 있고 어디는 덜 낙후되어 있고 이런 것 들도 나타나기 때문에 농촌 지역에 대해서 정책적으로 국고 보조율이 차등 보조를 해줘야 된다.,1
어디를 갔더니 그런 말이에요.,1
그다음 밑에 또 보시면 어 이 친구는 그 연령을 중간에 놓고 어 학원이나 유치원에 다녔던 거 어떤 공부를 했는지 아무래도 아마 유치원을 다니기 때문에 나는 어디 다녀 소속에 대한 감이 좀 컸던 것 같습니다.,1
자 뭐라고 돼있냐 하면은 아주아주 뭐 좀 옛날에는 어디를 갈 때마다 걸어 다녔습니다 그래서 더 밝다란 생각을 하였습니다.,1
이게 어떤 얘기냐 하면 역사는 사실이라기보다 간에 역사가의 해석이라고 보는 시점이 있는데 학습자가 능동적으로 역사가들처럼 판과 방법에 빠져들어서 이 사건은 왜 일어났을까 이런 질문을 하면서 여러 가지 다 자료라든지 어디 현장을 답습 간다든지 방문을 한다든지 이렇게 탐구하면서 찾아내는 것을 말하는 것입니다.,1
그런 노력을 보여야 된다라고 이야기하고 있는 거고 농촌 지역이라도 지역 간의 격차가 존재하니까 낙후되어 있는 농촌 지역은 같은 농촌 지역이 아니라 어디는 더 낙후되어 있고 어디는 덜 낙후되어 있고 이런 것들도 나타나기 때문에 농촌 지역에 대해서 정책적으로 국고 보조율이 차등 보조를 해줘야 된다.,1
그래서 짜증을 어디다 내요?,1
그러면 거기에 대해서 알고 싶으면 우리가 어디로 갑니까?,1
그다음에 우리나라는 끊임없이 교육 과정을 구성하고 또 직접 계 수업 계획을 짜기 때문에 국가 수준의 교육 과정 울릉도 제주도 어디에 있거나 보면 몸을 경제적으로 가는 가난하거나 부자이거나 키가 크거나 뭐 등등등 부모가 아주 고학력의 사람이거나 일반적인 사람이거나 관계없이 만 1세 3세 5세는 이 정도 바운더리 안에서 무엇을 배우고 또 함께 탐구해 나갈 수 있도록 구성하는 게 어 좋겠다 하고 전공자들이 마련해놓은 국가 수준의 교육 과정이지요.,1
그렇게 본다면 사회 교육은 예 정확한 문단 문장 그리고 어디라고 지목하진 않지만 여기에서 파생된 것들로 아이들이 흥미와 요구와 기대와 그게 더 있다면 더 구체적으로 나갈 수도 있고 이렇게 되는 것입니다.,1
자 과거에 비 과거에 비해서 현재가 훨씬 더 어 진보적이야라는 어디에다 초점을 둘 것이냐?,1
뭐든 뭐 사회든 어디든 간에 다 이런 속성들이 있다라고 보는 거죠.,1
자 (oecd)/(오이씨디) 국가의 학력 별 취업 인구 인구 비율 해 가지고 봤더니 자 어디 어느 시기까지 교육을 받았냐에 따라서 취업률이 다르더라 자 유아 및 초등 교육 그다음에 전기 중등 교육 그랬더니 고등 교육까지 봤더니 자 훨씬 더 많은 어 취업을 취업을 했다.,1
그러니까 뭐 루소는 또 다섯 명의 아이들을 또 어디로 보냈죠?,1
그러면 거기에 대해서 알고 싶으면 우리가 어디로 갑니까?,1
그 다음에 우리는 늘 끊임없이 교육 과정을 구성하고 또 직접 계 수업 계획을 짜기 때문에 국가 수준 교육 과정 울릉도 제주도 어디에 있거나 보면 몸을 경제적으로 가는 가난하거나 부자 이거나 키가 크거나 뭐 등등등 부모가 아주 고학력의 사람이거나 일반적인 사람이거나 관계 없이 만 1세 3세 5세는 이 정도 (boundary)/(바운더리) 안에서 무엇을 배우고 또 함께 탐구해 나갈 수 있도록 구성하는 게 어 좋겠다 하고 전공자들이 말을 해놓은게 국가 수준의 교육 과정이지요.,1
그렇게 본다면 사회교육은 예 정확한 문단 문장 그리고 어디라고 지목하진 않지만 여기에서 파생된 것들로 아이들이 흥미와 요구와 기대와 그게 더 있다면 더 구체적으로 나갈 수도 있고 이렇게 되는 것입니다.,1
과거에 비 과거에 비해서 현대가 훨씬 더 진보적이야 라는 걸 어디에다 초점을 둘 것이냐 이건 얘기할 수 없다라는 얘기죠.,1
뭐든 뭐 사회든 어디든 간에 다 이런 속성들이 있다라고 보는 거죠?,1
자 (oecd)/(오이씨디) 국가의 학력별 취업 인구 인구 비율 해가지고 봤더니 어디 어느 시기까지 교육을 받았냐에 따라서 취업률이 다르더라.,1
계획안 틀을 따로 제공해 주지 않았고 물론 이 책을 이 계획안은 어 눌 누리 이해 자료라는 그런 교육부에서 발가 발간한 책으로부터 발췌한 것이긴 하지만 어디까지나 예시일 뿐 이렇게 해라하는 어떤 규정이나 틀이라고 볼 수 없거든요.,1
도도도도도도 레레레레레레 미미미미미미 파파파파파파 솔솔솔솔솔솔 라라라라라라 시시시시시시 도도도도도도 이렇게 한 상테에서 이제 아이들이랑 이렇게 노래를 들으면서 이제 해 보고 얘들아 도 어디 있었지 도 발가락 레 미 엉덩이 파 배꼽 솔 라 시 도 와 그러면 선생님이 이제 계이름 부르는 대로 너희들 이렇게 몸을 연주할 수 있을까?,1
혹은 뭐 영에다 영에서 이렇게 이렇게 부딪히는 시늉하면서 아무소리도 나지 않네요 이러면서 선생님이 소리를 점점 점점점 작게헤서 이렇게 주의 집중 시킬 수 있고 그 다음에 엉 엄지 어디 있어 엄지 어디 있어 여기 나와 있어 여기 나와 있어 더 오늘 재미 있어 오늘 날라가요 날라가요.,1
이렇게 해서 이제 뭐 손 그 다음 검지 어디 있어.,1
검지 어디 있어.,1
사실은 학교 이렇게 1년 동안 교수님들하고 편안하게 지내면서 교수님들한테 배워 배우는 어 새로운 사실이 중요 하지 어디 취업을 해가지고 내가 원해서 인터넷을 통해서 교육을 새로운 것들을 받아들이는 거는 잘 모르겠다.,1
제가 충청도에 어디 이제 과학 유아 과학 그 모임이 있었는데 그 남자분이 유치원 교사는 아닌데 유치원을 돌보는 원감은 아니면서 그런 관리인인 독특한 위치에 있는데 그 분이 과학을 전공했고 그래서 유아들에게 과학 수업을 하기 때문에 우리 (community)/(커뮤니티)에 인제 들어와서 활동을 해서 방문을 한 적이 있습니다.,1
그러다 보니까 교사는 놀이 중심으로 했지만 어 아이들이 놀았던 것을 긍정적으로 뭘 지원했을 때 좋았는지를 평가하고 또 교사가 여러 가지 질문도 할 수 있겠고 어떤 변화를 일으켰는지 그리고 특히 어디에서 아이들이 오랫동안 놀았는지 어떤 거는 어 되게 관심이 있을 줄 알았는데 무관심으로 일관했다 라든지 이런 거를 보게 되는 거죠.,1
그래서 교육개혁은 어디 에다 중심을 둬야 되냐 라는 얘기가 나오는데 학습자 중심으로 해야 된다.,1
영유아의 뇌 발달은 태내기 태내기가 어디죠?,1
유아를 어디에?,1
어디에 중심에 두고 그쵸?,1
어디서부터 영유아의 성장 발달에 도움을 주는 모든 자료들이 정의되어 있다 최근 개정 누리 과정은 놀이 중심이라고 했다 거기서부터 쭉 정의할 수 있다라고 하는 데까지가 굉장히 중요한 내용이에요.,1
사실은 학교 이렇게 1년 동안 교수님들하고 편안하게 지내면서 교수님들한테 배워 배우는어 새로운 사실이 중요하지 어디 취업을 해가지고 내가 원해서 인터넷을 통해서 교육을 새로운 것들을 받아들이는 거는 잘 모르겠다 그래서 어 교수님 후배들한테는 변한 거 꼭 알려주시는 게 좋을 것 같애요.,1
제가 충청도에 어디 이제 과학 어 유아 과학 그 모임이 있었는데 그 남자분이 유치원 교사는 아닌데 유치원을 돌보는 원감은 아니면서 그런 관리인인 독특한 위치에 있는데 그 분이 과학을 전공했고 그래서 유아들에게 과학 수업을 하기 때문에 우리 (community)/(커뮤니티)에 인제 들어와서 활동을 해서 방문을 한 적이 있습니다.,1
그러다 보니까 교사는 놀이 중심으로 했지만 어 아이들이 놀았던 것을 긍정적으로 뭘 지원했을 때 좋았는지를 평가하고 또 교사가 여러 가지 질문도 할 수 있겠고 어떤 변화를 일으켰는지 그리고 특히 어디에서 아이들이 오랫동안 놀았는지 어떤 거는 어 되게 관심 있을 줄 알았는데 무관심으로 일관했다라든지 이런 걸 보게 되는 거죠.,1
그리고 대상 영속성에도 여 여섯 단계를 조금 전에 우리가 배웠던 것처럼 먼저 개념이 전혀 없는 신생아들은 물체가 눈앞에 보이는 물체를 바라보다가 물체가 시야에서 사라지면 더 이상 그 물체의 관심을 보이지 않고 1단계에서 이제 어렴풋이 대상 영속성이 개념으로 나타날 단계로 장난감이 사라지는 사라진 시점에 단지 바라보다가 다시 또 돋보기를 돌려보니 1단계에서 이제 사라진 물건이 어디엔 존재한다는 사실을 또 어렴풋이 이해하기 시작하게 되고 3단계에서는 이제 사라진 물체를 적극적으로 찾으려고 하는 시기가 된다.,1
다시 말하면 혹시라도 어디 사고가 나서 자기 혼자 살아남았다.,1
영아들은 아무래도 어 이렇게 손을 만지거나 어디를 이렇게 스칠 때도 더 조심스럽고 더 소중히 이제 어 만날 수 있어야 되는 게 좀 중요한 부분인 거 같애요.,1
그러면 이제는 그러면 음악 치료는 어디 어떤 영역에 적용이 가능 하는지 음악 치료는 전반적인 모든 것에 적용이 되겠지만 특히 임상 음악 치료 영역과 그리고 음악 심리 치료 영역이 있거든요.,1
꺼내서 다시 한 번 그냥 셀리가 방에 들어오면 공을 어디에서 찾을까?,1
여러분들의 (sweet spot)/(스위트 스폿)은 어디일까요?,1
그리고 이 에스티 로더는 부자 동네 미용실에서 화장품을 방판 하는 형태로 팔기 위해서 들렀다가 예쁜 옷을 입은 여성에게 그 옷 어디서 샀냐고 물었더니 그 부자 미용실에 왔었던 손님이 니가 알아서 뭐 할 건데 너처럼 가난하고 화장품 사 파는 따위가 알아서 뭐 할 건데 라고 괄시와 무시를 받으면서 살아가는 시절이 있었습니다.,1
학생들 어디 다 들어오셨나요.,1
갑자기 발표를 하는데 어디서 본거가 목소리를 들어 보니까.,1
이것은 어디 자료예요?,1
그러면 이제 조금 전에 어 말했던 이제 사례 지금 가족 형태가 이제 조금 이거 자료는 어디서 이렇게 발췌 했나요?,1
이런 지원자들은 어디를 가나 사랑을 받습니다.,1
그다음에 손이 어디를 향해 있죠?,1
그러면 이제 조금전에 어 말했던 이제 사례 지금 가족 형태가 이제 좀 이거 자료는 어디서 이렇게 발치했나요?,1
만 0세는 손에다 쥐어 주고 이거 집이 어디일까?,1
그러면 우리 이 안드라카처럼 뭔가 나이를 믿고 불가능의 구애를 받지 말고 나 스스로에게 확신을 가지고 끊임없이 노력하는 이러한 추진력 이런 것들은 어디에서 나오는 걸까요?,1
그렇다고 보면 우리가 어디로 가야 될지를 명확하지는 않지만 출구 전략을 가져가야 된다는 그런데 그런 점에서는 아마 동일하게 생각하실 같애요.,1
그렇다고 하면 우리가 코로나가 만들어 이 사회에서 클라우드 컴퓨팅이 없었으면 정말 언제 어디서나 원격 근무 원격 학습을 제대로 할 수 있었을까요.,1
어디 쌓여요?,1
예를 들어서 앞으로도 마찬가지겠지만 비대면 어 학습이 점점 더 강해지고 언제 어디서나 재택 근무를 해서 걸어가면서도 근무를 해야 되고 뭔가 업무 보고를 해야 된다고 한다 하면 5g가 갖고 있는 커다란 통신망을 통해서 우리는 고속으로 굉장히 큰 파일도 주고받을 수 있고요.,1
어디든지 저도 한번 알아볼게요.,1
어디에서 인정이 되겠어요.,1
그래서 어떤 아이는 돌이 지났는데도 아직 앉아 있는 친구가 있고 이렇게 08개월 된 애는 굉장히 많이 돌아다니고 뛰어다니고 통통통 어디로 튈지를 모르니까 이 아이 둘이를 데리고 화장실에 가서 세면대에 가서 손을 씻는다는 것은 무리예요.,1
왜 어디 가.,1
남자애들 소변들 어디다 봐요.,1
차라리 그 아이의 소 대변기를 그냥 대 어디예요.,1
그리고 우리 엄마가 화장을 하고 준비를 하고 나가니까 아 정말 어디를 가고 있구나.,1
여기는 유치원이 아니고 우리 어린이집도 아니고 어디예요?,1
자기 혼자 스스로 못하기 때문에 그리고 그림 그리는 것도 자신감이 없고 뭘 드는 것도 자신감이 없고 친구 손잡을 때도 헐겁게 잡고 뭐 어디 무엇이든지 활동할 때마다 자신감이 없는 이유가 바로 그거에요.,1
어디로 가요.,1
기피하는 첫 번째 이력서를 보면 누구나 공감하는 내용으로 내용도 적고 성의가 없어 보인 이력서 두 번째 이직 횟수가 많이 엿보인 이력서 세 번째 오타라든지 인터넷 용어 등 틀린 맞춤법을 많이 사용하는 이력서 네 번째로는 문어발식 지원된 대량 발송된 이력서 다섯 번째는 어디서 본 듯한 진부한 이력서를 선호한다 선호하지 않는다 라고 기피하는 이력서라고 말씀하셨습니다.,1
이 말이 무슨 말이냐면 최근 순으로 지금으로 봤을 때 최근 순으로 먼저 첫 번째로 기재하고 두 번째로는 고등학교를 기재한다고 생각하시면 되는데 최종 학력으로부터 어디까지 고등학교까지만 기록한다 라고 생각하시면 좋을 것 같습니다.,1
그래서 접수할 때는 어 어디에 어떤 지원한 누구입니다.,1
아니면 어디 사이트에서 가져온 건가요?,1
어디든지 저도 한번 알아볼게요.,1
어디에서 인정이 되겠어요?,1
그래서 어떤 아이는 돌이 지났는데도 아직 앉아 있는 친구가 있고 이렇게 08개월 된 애는 굉장히 많이 돌아다니고 뛰어다니고 통통통 이 어디로 튈지는 모르니까 이 아이 둘이를 데리고 화장실에 가서 세면대에 가서 손을 씻는다는 것은 무리예요.,1
엄마 회사 가지 말고 나를 좀 더 먹여줘봐 왜 어디가.,1
남자 아이들 소변들이 어디다 봐요?,1
차라리 그 아이의 소 대변기를 그냥 어디예요?,1
근데 개중에 선생님은 꼭 가서 인제 다른 거는 돈이 없어서 못 사고 꼭 어디 가서 엽서를 사거든요.,1
지금은 그 시내가 저 쪽 어디죠?,1
그 어디로 가야 돼?,1
너 어디 밖에 나가서 그딴 식으로 행동하면 니네 부모가 욕 먹는 거다라는 말을 선생님이 좀 극단적으로 약간의 비약인가요?,1
무슨 어 어디 가서 무슨 알바야?,1
내가 말하고 말하는 투 행위 행위의 경향 이게 다 어디서 시작되는 거야?,1
그리고 좀 어디 가서 기침이라도 할라 치면 뭔가 낯선 시선이 느껴지는 것 같고 아까 주의해야 할 것 같고 이래서 저도 바깥 외출을 좀 되게 자제하고 있는 상황인데도 불구하고 일교차가 심해지니 남들 다 안 걸린다는 이제 감기가 이제 자꾸 오더라고요.,1
할아버지 집이 어디야?,1
궁금한 게 있어 도대체 여기가 어디길래 이렇게 고양이가 많을까?,1
니 생각에는 여기가 어디인 것 같니 고양이 산 그래 고양이 들이 있는 곳이 산이니까 고양이 산일 수도 있겠다.,1
고양이들이 다 어디로 갔을까.,1
이제 뭐 유치원이나 어린이집 어디 이제 근무를 하고 계신지 아니면 지금 그 외에 그냥 다른 직종에 계시면 그냥 다른 직 중 계시다고 말씀해 주시면 되고 이제 현직에 계신 지 몇 년 정도 되셨는지 아니면 그리고 세 번째는 이제 학업을 이제 얼마 만에 그냥 연이어 졸업하자마자 계속 이렇게 연달아 시작하시는 건지 아니면 이제 좀 쉬었다가 시작하시는 건지 정도 사항만 알려주시면 제가 좀 많은 도움이 될 것 같습니다.,1
일곱번 째 뭐 1009년 개정 누리 과정은 어디에서 찾아볼 수 있나요?,1
어디 있어?,1
조리를 담당하는 담당자의 건강 그렇기 때문에 우리가 어 이제 어디 채용이 되거나 하면 위생증 또는 공무원 신체 채용 검사서를 할 때 (x-rai)/(엑스레이)라든지 또 뭐가 있어야 된다고 그랬어요?,1
기관마다 천차만별이고 또 다섯 번째로 나와 있는 게 부모 자원봉사 어떤 특별한 행사날 어 또는 뭐 양로원이나 또는 어디 자원봉사 단체의 어떤 기관에 갔을 때 아이들과 함께 자원 일일 도우미 선생님으로 참여하는 그런 이런 것들 이런 다양한 방법으로 우리가 도움을 받기도 하고 도움을 주기도 하고 또 참여를 유도하기도하는 다양한 방법들이 있다.,1
선생님 동생 같은 경우도 어디에 뭐 이제 세미나가 있으면은 요즘에 다 이제 그런 동영상을 돌리는데 뭡니까?,1
그래서 이제 그것과 관련된 선생님의 링크를 보여줄 텐데 위에서 뭐 보안이랑 어디 들어가가지고 이거를 뭐 해제하고 또 아도비 플래시가 요즘에 최신 버전이 안 걸 안 깔린 그 여러분들 노트북에는 그게 안 들어갈 수도 있다고 하니까 그것도 한번 체크를 해보세요.,1
이유 없는 무덤이 어디 있어요.,1
그런데 이것을 그냥 사람들은 심리적으로 뭔가의 안정감을 위해서 어디든지 하나의 결과가 있으면 원인을 빨리 잊어버릴려고 하는 심리적인 경향이 있죠.,1
0번으로 이렇게 적용이 되는 직장들이 어디예요.,1
미국이나 어디입니까?,1
알려고도 하지 마 어디 부모님한테 그런 걸 물어봐 민망하게 이런 게 아니고 다 까놔요.,1
어디에 강아지풀이 있습니까?,1
그래서 어 너는 어디에 있는 시계를 그린거니?,1
유아 교육의 의사소통 영역의 목표에는 글자를 쓰고 읽는 것을 가르친다라는 말은 어디에도 없거든요.,1
이 역동적인 성격 구조 어디 어디로 튈지 모르는 럭비공 같은 아이들의 이러한 자유분방함 때로는 비생상적인 교육적이라는 자유 분반 분반함을 분방 분방함을 철길에 따라 맞춰야 할 거 아니에요.,1
어디 있나요.,1
어디 있지?,1
어디로 향하는 하나의 그 과정에 있어서의 그 능력치 그 씨앗이 막 발화되는 그 순간이에요.,1
그렇기 때문에 그게 어디서 출발해.,1
고슴도치는 길을 통해 어디로 가는 걸까요?,1
어디론가 가는 것 같아요.,1
언제 어디서 어떻게 무엇을 왜 누가 여섯 개 육하원칙을 도입하면 더 좋아요.,1
아까는 왜를 붙였지만 이번에는 길을 가고 있는 거니까 자 (where)/(웨얼) 어디를 붙여서 고슴도치가 어디로 가고 있습니까?,1
일단 실외 영유아 교육 기관에서 실외 공간이라고 하면 어디가 가장 먼저 떠오르실까요?,1
어디에서 사진을 찍었을까 하면서 배 을 한번 상상해서 그려보는 활동 네 이렇게 선생님들 생각이 모이니까 정말 다양한 활동들이 나올 수 있는 것 같아요.,1
기억단 열 개 단어 발사 네 애벌레와 고추들은 어디에 있었나요?,1
애벌레가 들고 있는 것은 무엇일까 애벌레는 지금 어디에 가 무엇하라는 걸까 네 또 한번 생각해 보시고요.,1
다음은 동기화 (bruta)/(부르타) 애벌레는 어디에 있니 그림에 무엇 보이니 손에 들고 있는 것은 무엇일까 번데기 했고요.,1
애벌레 키워보기 그리고 한 친구는 새가 되고 한 친구로 애벌레가 돼서 목표적까지 게임 그다음에 종이적 종이랑 나무 젓가락으로 기억하는 애벌레 만들기 뭐 번데기 꾸미기 놀이 네 번 꾸민 번데기를 실로 매달아 놓고 여러 개 여러 개를 매달아 놓은 다음에 어디에 있는지?,1
어디 한번 저도 다 다시 한번 영상을 봐야겠네요.,1
그러다 보니 이럴 때 우리가 예측할 수 있는 안 사고는 뒤뚱뒤뚱 걷다가 균형을 잡지 못해서 넘어 지거나 어디에서 추락하는 등의 사고 그래서 가정에서도 거실에 소파를 둔다거나 하던 상황에서 아이가 출생하거나 하는 경우에는 그런 약간 높이 감이 있는 여러 가지 물품 들을 제거하고 생활을 하는 모습들을 많이 살펴볼 수가 있습니다.,1
아이들이 부딪혀서 예상치 못하게 어디 부딪혀서 다칠지도 모르고 무엇을 주어서 입 안에 넣을지를 모르고 뭔가 손을 뻗어서 잡아당길 줄을 모르다 보니까 그러한 것에 대한 경각심이 유아 교육 기관은 아무래도 전문 기관 다 보니 있고 또 그러한 것 들이 평가라든지 이전의 평가 인증과 같은 거에서도 꾸준히 체크하고 관리하고 있는 항목이다 보니까 그로 인한 안전 사고가 많이 줄어 들었어요.,1
자 그래서 선생님이 인제 예시로 선생님이 인제 그 한옥마을 어디였어요?,1
자 여기서는 어쨌든 이 예시에서 카페 예시에서 가야 하는 올바른 그 궁극적인 지점이 어디예요?,1
그게 어디예요?,1
어디로의 자아실현으로의 뭐예요?,1
결국 이런 것들이 뭐 우리가 교육을 할 때 초첨을 어디에 맞추냐 숲에 맞추느냐 환경에 맞추느냐 또 생태에 맞추느냐 이런 내가 초점을 어떻게 맞추느냐에 따라서 용어만 바뀔 뿐이지 결국에는 이 모든 교육들이 자연과 함께하는 동안 자연의 소중함을 몸소 느낄 수 있도록 하는 자연 친화적 교육이라고 할 수 있겠습니다.,1
아직 인지가 아 많은 아이들이 뭐 월요일에는 어디 수요일에는 어디 꾸준히 똑같은 데로 가는 게 아니라 요일 별로 뭐 학원 가는 데가 다른다든지 또는 학원하는 곳이 다른다든지 그러면 선생님들이 정말 헷갈리기 헷갈리는 게 부지기수거든요.,1
그러다 보니 이럴 때 우리가 예측할 수 있는 안전 사고는 뒤뚱뒤뚱 걷다가 균형을 잡지 못해서 넘어 지거나 어디에서 추락하는 등의 사고 그래서 가정에서도 거실에 소파를 둔다거나 하던 상황에서 아이가 출생하거나 하는 경우에는 그런 약간 높이 감이 있는 여러 가지 물품들을 제거하고 생활을 하는 모습들을 많이 살펴볼 수가 있습니다.,1
애들이 부딪혀서 예상치 못하게 어디 부딪혀서 다칠지도 모르고 무엇을 주어서 입안에 넣을지를 모르고 뭔가 손을 뻗어서 잡아당길 줄을 모르다 보니까 그러한 것에 대한 경각심이 유아 교육 기관은 아무래도 전문 기관이다 보니 있고 또 그러한 것들이 평가라든지 이전의 평가 인증과 같은 거에서도 꾸준히 체크하고 관리하고 있는 항목이다 보니까 그로 인한 안전 사고가 많이 줄어 들었어요.,1
평가 단계에서는 어느 오늘 무엇을 배웠지 누가 말해 볼 친구 또 이런 질문보다는 그런 평가적 내포가 되어 있는 오늘 집에 가면서 우리가 한 이야기했던 가을 꽃이 어디 있는지 찾아볼 수 있을까요.,1
그래서 초임 교사가 미리 갖춰야 하는 주제 관련 지식과 효과적인 지식 검색 방법 어떻게 하면 어느 사이트에서 어디에서 지식 검색을 빨리 할 수 있는지 그리고 주제와 관련된 개념이 포함된 질문을 작성하는 것 제가 이 앞에서 많이 살해 질문의 종류 이야기 안내했죠.,1
저곳은 어디일까?,1
그니까 안전사고 같은 경우는 아이들 정말 눈 깜짝할 사이에 다치기 때문에 언제 어디에 대해서 어떻게 발생할지 예측할 수 없어요.,1
뭐 성형외과 아이들 얼굴 상처 났을 때 할 수 있는 성형외과든지 아니면 대학 병원 또는 그 기관 인근에 가장 가까운 곳에 소아과 어 이 이제 협약을 맺어놓은 곳이 있으니까 그런 전화 목록이 또 어디에 있는 든지 잘 체크해놔야 한다.,1
그렇다면 이제 안전 사고가 발생했을 때 어떻게 대처해야 하는가 음 일단 먼저 사고가 발생이 되면 이 아이를 살펴보고 필요 에 따라 서는 어디에 전화해요?,1
그리고 응급 상황 대처 과정이 필요한 분급이 저를 받아놨을 때 뭐 혹시라도 엄마가 지정한 병원이 있을 수 있기 때문에 그런 것도 찾아내 미리 어떤 아이는 어디 병원 나머지는 뭐 유치원 지정 병원 이렇게 좀 본인이 빨리 파악할 수 있도록 간략하게 어 그렇죠 를 기록해놔야 된다 라는 거고요.,1
009 그다음에 이제 구급입니다 라고 말하고 전화를 건 사람의 성명 사고 내용 어쩌다가 언제 어디서 어떻게 지금 다쳤고 아이의 지금 정신은 있는 의식은 있는지 또는 피를 토하는 상황인지 피가 멈추지 않은 상황인지 구체적으로 얘기하고 어 몇 명인지 그다음에 성후배 이런 것들을 좀 구체적으로 밝히면 준비해서 오겠죠.,1
근데 인제 연기가 가득 차가지고 앞이 안 보여 그럼 벽 짚고 응 벽을 짚고 가다가 또는 바닥을 짚고 가면 어디 쪽인지 안 보일 수도 있고 그리고 또 우리가 그 입을 막아야 된다고 해서 촉촉하게 젖은 수건 또 손수건 그런 게 없을 때는 방석 이런 것들을 이용해서 다른 손으로 코와 입을 막고 벽을 짚고 가는 응 그리고 또는 연기가 너무 많이 차 있으면 어때요?,1
